IDX_CD,CMP_CD,CMP_KOR,SEC_NM_KOR,기준일
G25,005380,현대차,경기관련소비재,2024-06-20
G25,000270,기아,경기관련소비재,2024-06-20
G25,012330,현대모비스,경기관련소비재,2024-06-20
G25,090430,아모레퍼시픽,경기관련소비재,2024-06-20
G25,051900,LG생활건강,경기관련소비재,2024-06-20
G25,161390,한국타이어앤테크놀로지,경기관련소비재,2024-06-20
G25,021240,코웨이,경기관련소비재,2024-06-20
G25,081660,휠라홀딩스,경기관련소비재,2024-06-20
G25,035250,강원랜드,경기관련소비재,2024-06-20
G25,008770,호텔신라,경기관련소비재,2024-06-20
G25,278470,에이피알,경기관련소비재,2024-06-20
G25,204320,HL만도,경기관련소비재,2024-06-20
G25,192820,코스맥스,경기관련소비재,2024-06-20
G25,257720,실리콘투,경기관련소비재,2024-06-20
G25,139480,이마트,경기관련소비재,2024-06-20
G25,161890,한국콜마,경기관련소비재,2024-06-20
G25,004170,신세계,경기관련소비재,2024-06-20
G25,065350,신성델타테크,경기관련소비재,2024-06-20
G25,383220,F&F,경기관련소비재,2024-06-20
G25,011210,현대위아,경기관련소비재,2024-06-20
G25,004490,세방전지,경기관련소비재,2024-06-20
G25,002790,아모레G,경기관련소비재,2024-06-20
G25,282330,BGF리테일,경기관련소비재,2024-06-20
G25,298020,효성티앤씨,경기관련소비재,2024-06-20
G25,018880,한온시스템,경기관련소비재,2024-06-20
G25,007070,GS리테일,경기관련소비재,2024-06-20
G25,018290,브이티,경기관련소비재,2024-06-20
G25,111770,영원무역,경기관련소비재,2024-06-20
G25,023530,롯데쇼핑,경기관련소비재,2024-06-20
G25,069960,현대백화점,경기관련소비재,2024-06-20
G25,005850,에스엘,경기관련소비재,2024-06-20
G25,048410,현대바이오,경기관련소비재,2024-06-20
G25,039130,하나투어,경기관련소비재,2024-06-20
G25,034230,파라다이스,경기관련소비재,2024-06-20
G25,073240,금호타이어,경기관련소비재,2024-06-20
G25,025540,한국단자,경기관련소비재,2024-06-20
G25,241710,코스메카코리아,경기관련소비재,2024-06-20
G25,009970,영원무역홀딩스,경기관련소비재,2024-06-20
G25,215200,메가스터디교육,경기관련소비재,2024-06-20
G25,015750,성우하이텍,경기관련소비재,2024-06-20
G25,009450,경동나비엔,경기관련소비재,2024-06-20
G25,003620,KG모빌리티,경기관련소비재,2024-06-20
G25,064960,SNT모티브,경기관련소비재,2024-06-20
G25,114090,GKL,경기관련소비재,2024-06-20
G25,119860,커넥트웨이브,경기관련소비재,2024-06-20
G25,000240,한국앤컴퍼니,경기관련소비재,2024-06-20
G25,114840,아이패밀리에스씨,경기관련소비재,2024-06-20
G25,057050,현대홈쇼핑,경기관련소비재,2024-06-20
G25,105630,한세실업,경기관련소비재,2024-06-20
G25,001530,DI동일,경기관련소비재,2024-06-20
G25,025980,아난티,경기관련소비재,2024-06-20
G25,032350,롯데관광개발,경기관련소비재,2024-06-20
G25,352480,씨앤씨인터내셔널,경기관련소비재,2024-06-20
G25,007340,DN오토모티브,경기관련소비재,2024-06-20
G25,215000,골프존,경기관련소비재,2024-06-20
G25,009900,명신산업,경기관련소비재,2024-06-20
G25,064800,젬백스링크,경기관련소비재,2024-06-20
G25,041020,폴라리스오피스,경기관련소비재,2024-06-20
G25,060280,큐렉소,경기관련소비재,2024-06-20
G25,093050,LF,경기관련소비재,2024-06-20
G25,007700,F&F홀딩스,경기관련소비재,2024-06-20
G25,060980,HL홀딩스,경기관련소비재,2024-06-20
G25,002350,넥센타이어,경기관련소비재,2024-06-20
G25,200880,서연이화,경기관련소비재,2024-06-20
G25,271940,일진하이솔루스,경기관련소비재,2024-06-20
G25,036620,감성코퍼레이션,경기관련소비재,2024-06-20
G25,020000,한섬,경기관련소비재,2024-06-20
G25,080160,모두투어,경기관련소비재,2024-06-20
G25,031430,신세계인터내셔날,경기관련소비재,2024-06-20
G25,010690,화신,경기관련소비재,2024-06-20
G25,003570,SNT다이내믹스,경기관련소비재,2024-06-20
G25,000430,대원강업,경기관련소비재,2024-06-20
G25,237880,클리오,경기관련소비재,2024-06-20
G25,151860,KG에코솔루션,경기관련소비재,2024-06-20
G25,006730,서부T&D,경기관련소비재,2024-06-20
G25,230360,에코마케팅,경기관련소비재,2024-06-20
G25,018250,애경산업,경기관련소비재,2024-06-20
G25,001390,KG케미칼,경기관련소비재,2024-06-20
G25,381970,케이카,경기관련소비재,2024-06-20
G25,024720,콜마홀딩스,경기관련소비재,2024-06-20
G25,270660,에브리봇,경기관련소비재,2024-06-20
G25,035150,백산,경기관련소비재,2024-06-20
G25,118990,모트렉스,경기관련소비재,2024-06-20
G25,126600,BGF에코머티리얼즈,경기관련소비재,2024-06-20
G25,452260,한화갤러리아,경기관련소비재,2024-06-20
G25,096240,크레버스,경기관련소비재,2024-06-20
G25,035080,그래디언트,경기관련소비재,2024-06-20
G25,011330,유니켐,경기관련소비재,2024-06-20
G25,424960,스마트레이더시스템,경기관련소비재,2024-06-20
G25,006060,화승인더,경기관련소비재,2024-06-20
G25,192400,쿠쿠홀딩스,경기관련소비재,2024-06-20
G25,009810,플레이그램,경기관련소비재,2024-06-20
G25,092730,네오팜,경기관련소비재,2024-06-20
G25,241590,화승엔터프라이즈,경기관련소비재,2024-06-20
G25,043370,피에이치에이,경기관련소비재,2024-06-20
G25,123040,엠에스오토텍,경기관련소비재,2024-06-20
G25,013990,아가방컴퍼니,경기관련소비재,2024-06-20
G25,126560,현대퓨처넷,경기관련소비재,2024-06-20
G25,284740,쿠쿠홈시스,경기관련소비재,2024-06-20
G25,298540,더네이쳐홀딩스,경기관련소비재,2024-06-20
G25,036530,SNT홀딩스,경기관련소비재,2024-06-20
G25,105550,엣지파운드리,경기관련소비재,2024-06-20
G25,007860,서연,경기관련소비재,2024-06-20
G25,362320,청담글로벌,경기관련소비재,2024-06-20
G25,052260,현대바이오랜드,경기관련소비재,2024-06-20
G25,038110,에코플라스틱,경기관련소비재,2024-06-20
G25,092200,디아이씨,경기관련소비재,2024-06-20
G25,354320,알멕,경기관련소비재,2024-06-20
G25,123410,코리아에프티,경기관련소비재,2024-06-20
G25,002700,신일전자,경기관련소비재,2024-06-20
G25,005720,넥센,경기관련소비재,2024-06-20
G25,214420,토니모리,경기관련소비재,2024-06-20
G25,005390,신성통상,경기관련소비재,2024-06-20
G25,317870,엔바이오니아,경기관련소비재,2024-06-20
G25,066590,우수AMS,경기관련소비재,2024-06-20
G25,453860,에이에스텍,경기관련소비재,2024-06-20
G25,067990,도이치모터스,경기관련소비재,2024-06-20
G25,003200,일신방직,경기관련소비재,2024-06-20
G25,072870,메가스터디,경기관련소비재,2024-06-20
G25,110790,크리스에프앤씨,경기관련소비재,2024-06-20
G25,037710,광주신세계,경기관련소비재,2024-06-20
G25,033530,에스제이지세종,경기관련소비재,2024-06-20
G25,013310,아진산업,경기관련소비재,2024-06-20
G25,070960,모나용평,경기관련소비재,2024-06-20
G25,214330,금호에이치티,경기관련소비재,2024-06-20
G25,084680,이월드,경기관련소비재,2024-06-20
G25,004700,조광피혁,경기관련소비재,2024-06-20
G25,004830,덕성,경기관련소비재,2024-06-20
G25,078520,에이블씨엔씨,경기관련소비재,2024-06-20
G25,068930,디지털대성,경기관련소비재,2024-06-20
G25,194370,제이에스코퍼레이션,경기관련소비재,2024-06-20
G25,063170,서울옥션,경기관련소비재,2024-06-20
G25,215360,우리산업,경기관련소비재,2024-06-20
G25,000050,경방,경기관련소비재,2024-06-20
G25,337930,브랜드엑스코퍼레이션,경기관련소비재,2024-06-20
G25,071840,롯데하이마트,경기관련소비재,2024-06-20
G25,010100,한국무브넥스,경기관련소비재,2024-06-20
G25,036030,케이티알파,경기관련소비재,2024-06-20
G25,095720,웅진씽크빅,경기관련소비재,2024-06-20
G25,038880,아이에이,경기관련소비재,2024-06-20
G25,024900,덕양산업,경기관련소비재,2024-06-20
G25,064090,웨스트라이즈,경기관련소비재,2024-06-20
G25,066910,손오공,경기관련소비재,2024-06-20
G25,086710,선진뷰티사이언스,경기관련소비재,2024-06-20
G25,017370,우신시스템,경기관련소비재,2024-06-20
G25,001460,BYC,경기관련소비재,2024-06-20
G25,042600,새로닉스,경기관련소비재,2024-06-20
G25,012860,모베이스전자,경기관련소비재,2024-06-20
G25,003350,한국화장품제조,경기관련소비재,2024-06-20
G25,087260,모바일어플라이언스,경기관련소비재,2024-06-20
G25,027050,코리아나,경기관련소비재,2024-06-20
G25,439090,마녀공장,경기관련소비재,2024-06-20
G25,009680,모토닉,경기관련소비재,2024-06-20
G25,118000,에스메디,경기관련소비재,2024-06-20
G25,053700,삼보모터스,경기관련소비재,2024-06-20
G25,419050,삼기이브이,경기관련소비재,2024-06-20
G25,226340,본느,경기관련소비재,2024-06-20
G25,044340,위닉스,경기관련소비재,2024-06-20
G25,067280,멀티캠퍼스,경기관련소비재,2024-06-20
G25,234100,폴라리스세원,경기관련소비재,2024-06-20
G25,121440,골프존뉴딘홀딩스,경기관련소비재,2024-06-20
G25,031440,신세계푸드,경기관련소비재,2024-06-20
G25,451250,삐아,경기관련소비재,2024-06-20
G25,002170,삼양통상,경기관련소비재,2024-06-20
G25,123690,한국화장품,경기관련소비재,2024-06-20
G25,006660,삼성공조,경기관련소비재,2024-06-20
G25,033310,엠투엔,경기관련소비재,2024-06-20
G25,009270,신원,경기관련소비재,2024-06-20
G25,214260,라파스,경기관련소비재,2024-06-20
G25,437730,삼현,경기관련소비재,2024-06-20
G25,089470,HDC현대EP,경기관련소비재,2024-06-20
G25,023800,인지컨트롤스,경기관련소비재,2024-06-20
G25,226320,잇츠한불,경기관련소비재,2024-06-20
G25,260930,씨티케이,경기관련소비재,2024-06-20
G25,041930,동아화성,경기관련소비재,2024-06-20
G25,011300,성안머티리얼스,경기관련소비재,2024-06-20
G25,067570,엔브이에이치코리아,경기관련소비재,2024-06-20
G25,047400,유니온머티리얼,경기관련소비재,2024-06-20
G25,215100,로보로보,경기관련소비재,2024-06-20
G25,004100,태양금속,경기관련소비재,2024-06-20
G25,018500,동원금속,경기관련소비재,2024-06-20
G25,104620,노랑풍선,경기관련소비재,2024-06-20
G25,003610,방림,경기관련소비재,2024-06-20
G25,282690,동아타이어,경기관련소비재,2024-06-20
G25,102280,쌍방울,경기관련소비재,2024-06-20
G25,014470,부방,경기관련소비재,2024-06-20
G25,037070,파세코,경기관련소비재,2024-06-20
G25,040420,정상제이엘에스,경기관련소비재,2024-06-20
G25,011320,유니크,경기관련소비재,2024-06-20
G25,002450,삼익악기,경기관련소비재,2024-06-20
G25,145210,다이나믹디자인,경기관련소비재,2024-06-20
G25,170030,현대공업,경기관련소비재,2024-06-20
G25,094850,참좋은여행,경기관련소비재,2024-06-20
G25,016740,두올,경기관련소비재,2024-06-20
G25,145170,노브랜드,경기관련소비재,2024-06-20
G25,053280,예스24,경기관련소비재,2024-06-20
G25,088390,이녹스,경기관련소비재,2024-06-20
G25,159580,제로투세븐,경기관련소비재,2024-06-20
G25,097780,에코볼트,경기관련소비재,2024-06-20
G25,420570,제이투케이바이오,경기관련소비재,2024-06-20
G25,079980,휴비스,경기관련소비재,2024-06-20
G25,067170,오텍,경기관련소비재,2024-06-20
G25,024740,한일단조,경기관련소비재,2024-06-20
G25,021820,세원정공,경기관련소비재,2024-06-20
G25,265560,영화테크,경기관련소비재,2024-06-20
G25,005710,대원산업,경기관련소비재,2024-06-20
G25,013520,화승코퍼레이션,경기관련소비재,2024-06-20
G25,122350,삼기,경기관련소비재,2024-06-20
G25,007980,TP,경기관련소비재,2024-06-20
G25,016090,대현,경기관련소비재,2024-06-20
G25,352700,씨앤투스,경기관련소비재,2024-06-20
G25,101330,모베이스,경기관련소비재,2024-06-20
G25,472850,폰드그룹,경기관련소비재,2024-06-20
G25,032940,원익,경기관련소비재,2024-06-20
G25,168330,내츄럴엔도텍,경기관련소비재,2024-06-20
G25,111380,동인기연,경기관련소비재,2024-06-20
G25,450140,코오롱모빌리티그룹,경기관련소비재,2024-06-20
G25,024910,경창산업,경기관련소비재,2024-06-20
G25,366030,공구우먼,경기관련소비재,2024-06-20
G25,019010,베뉴지,경기관련소비재,2024-06-20
G25,378850,화승알앤에이,경기관련소비재,2024-06-20
G25,005800,신영와코루,경기관련소비재,2024-06-20
G25,023810,인팩,경기관련소비재,2024-06-20
G25,023000,삼원강재,경기관련소비재,2024-06-20
G25,114630,폴라리스우노,경기관련소비재,2024-06-20
G25,013720,CBI,경기관련소비재,2024-06-20
G25,009320,대우부품,경기관련소비재,2024-06-20
G25,010580,에스엠벡셀,경기관련소비재,2024-06-20
G25,020710,시공테크,경기관련소비재,2024-06-20
G25,019680,대교,경기관련소비재,2024-06-20
G25,004060,SG세계물산,경기관련소비재,2024-06-20
G25,082660,코스나인,경기관련소비재,2024-06-20
G25,024950,삼천리자전거,경기관련소비재,2024-06-20
G25,067830,세이브존I&C,경기관련소비재,2024-06-20
G25,019540,일지테크,경기관련소비재,2024-06-20
G25,019180,티에이치엔,경기관련소비재,2024-06-20
G25,007530,와이엠,경기관련소비재,2024-06-20
G25,080530,코디,경기관련소비재,2024-06-20
G25,001620,케이비아이동국실업,경기관련소비재,2024-06-20
G25,006370,대구백화점,경기관련소비재,2024-06-20
G25,000680,LS네트웍스,경기관련소비재,2024-06-20
G25,001380,SG글로벌,경기관련소비재,2024-06-20
G25,041650,상신브레이크,경기관련소비재,2024-06-20
G25,204020,그리티,경기관련소비재,2024-06-20
G25,016450,한세예스24홀딩스,경기관련소비재,2024-06-20
G25,406820,뷰티스킨,경기관련소비재,2024-06-20
G25,080420,모다이노칩,경기관련소비재,2024-06-20
G25,265740,엔에프씨,경기관련소비재,2024-06-20
G25,005360,모나미,경기관련소비재,2024-06-20
G25,039830,오로라,경기관련소비재,2024-06-20
G25,308170,씨티알모빌리티,경기관련소비재,2024-06-20
G25,002920,유성기업,경기관련소비재,2024-06-20
G25,013870,지엠비코리아,경기관련소비재,2024-06-20
G25,212560,네오오토,경기관련소비재,2024-06-20
G25,369370,블리츠웨이스튜디오,경기관련소비재,2024-06-20
G25,353590,오토앤,경기관련소비재,2024-06-20
G25,012280,영화금속,경기관련소비재,2024-06-20
G25,053270,구영테크,경기관련소비재,2024-06-20
G25,024890,대원화성,경기관련소비재,2024-06-20
G25,102370,케이옥션,경기관련소비재,2024-06-20
G25,219550,디와이디,경기관련소비재,2024-06-20
G25,163560,동일고무벨트,경기관련소비재,2024-06-20
G25,252500,세화피앤씨,경기관련소비재,2024-06-20
G25,092780,동양피스톤,경기관련소비재,2024-06-20
G25,126640,화신정공,경기관련소비재,2024-06-20
G25,038620,위즈코프,경기관련소비재,2024-06-20
G25,104040,대성파인텍,경기관련소비재,2024-06-20
G25,057030,YBM넷,경기관련소비재,2024-06-20
G25,033250,체시스,경기관련소비재,2024-06-20
G25,066130,하츠,경기관련소비재,2024-06-20
G25,005320,국동,경기관련소비재,2024-06-20
G25,065500,오리엔트정공,경기관련소비재,2024-06-20
G25,065060,지엔코,경기관련소비재,2024-06-20
G25,025440,DH오토웨어,경기관련소비재,2024-06-20
G25,002880,대유에이텍,경기관련소비재,2024-06-20
G25,031510,오스템,경기관련소비재,2024-06-20
G25,004840,DRB동일,경기관련소비재,2024-06-20
G25,071850,캐스텍코리아,경기관련소비재,2024-06-20
G25,053290,NE능률,경기관련소비재,2024-06-20
G25,007720,대명소노시즌,경기관련소비재,2024-06-20
G25,306040,에스제이그룹,경기관련소비재,2024-06-20
G25,083550,케이엠,경기관련소비재,2024-06-20
G25,080010,이상네트웍스,경기관련소비재,2024-06-20
G25,111110,호전실업,경기관련소비재,2024-06-20
G25,005030,부산주공,경기관련소비재,2024-06-20
G25,058450,엔터파트너즈,경기관련소비재,2024-06-20
G25,043090,더테크놀로지,경기관련소비재,2024-06-20
G25,234920,자이글,경기관련소비재,2024-06-20
G25,241690,유니테크노,경기관련소비재,2024-06-20
G25,227610,아우딘퓨쳐스,경기관련소비재,2024-06-20
G25,012200,계양전기,경기관련소비재,2024-06-20
G25,198940,한주라이트메탈,경기관련소비재,2024-06-20
G25,048430,유라테크,경기관련소비재,2024-06-20
G25,123700,SJM,경기관련소비재,2024-06-20
G25,078590,휴림에이텍,경기관련소비재,2024-06-20
G25,088290,이원컴포텍,경기관련소비재,2024-06-20
G25,025620,제이준코스메틱,경기관련소비재,2024-06-20
G25,352090,스톰테크,경기관련소비재,2024-06-20
G25,075180,새론오토모티브,경기관련소비재,2024-06-20
G25,024940,PN풍년,경기관련소비재,2024-06-20
G25,215480,토박스코리아,경기관련소비재,2024-06-20
G25,013000,세우글로벌,경기관련소비재,2024-06-20
G25,267790,배럴,경기관련소비재,2024-06-20
G25,100220,비상교육,경기관련소비재,2024-06-20
G25,256150,한독크린텍,경기관련소비재,2024-06-20
G25,045520,크린앤사이언스,경기관련소비재,2024-06-20
G25,122690,서진오토모티브,경기관련소비재,2024-06-20
G25,318160,셀바이오휴먼텍,경기관련소비재,2024-06-20
G25,263020,디케이앤디,경기관련소비재,2024-06-20
G25,021650,한국큐빅,경기관련소비재,2024-06-20
G25,133750,메가엠디,경기관련소비재,2024-06-20
G25,051390,YW,경기관련소비재,2024-06-20
G25,014100,메디앙스,경기관련소비재,2024-06-20
G25,093240,형지엘리트,경기관련소비재,2024-06-20
G25,083660,CSA 코스믹,경기관련소비재,2024-06-20
G25,047770,코데즈컴바인,경기관련소비재,2024-06-20
G25,008600,윌비스,경기관련소비재,2024-06-20
G25,019770,서연탑메탈,경기관련소비재,2024-06-20
G25,090080,평화산업,경기관련소비재,2024-06-20
G25,093380,풍강,경기관련소비재,2024-06-20
G25,026040,제이에스티나,경기관련소비재,2024-06-20
G25,085910,네오티스,경기관련소비재,2024-06-20
G25,002420,세기상사,경기관련소비재,2024-06-20
G25,339950,아이비김영,경기관련소비재,2024-06-20
G25,310870,디와이씨,경기관련소비재,2024-06-20
G25,023460,CNH,경기관련소비재,2024-06-20
G25,050120,ES큐브,경기관련소비재,2024-06-20
G25,376180,피코그램,경기관련소비재,2024-06-20
G25,069640,한세엠케이,경기관련소비재,2024-06-20
G25,289010,아이스크림에듀,경기관련소비재,2024-06-20
G25,154040,다산솔루에타,경기관련소비재,2024-06-20
G25,069920,아이에스이커머스,경기관련소비재,2024-06-20
G25,113810,디젠스,경기관련소비재,2024-06-20
G25,365900,브이씨,경기관련소비재,2024-06-20
G25,002070,비비안,경기관련소비재,2024-06-20
G25,130500,GH신소재,경기관련소비재,2024-06-20
G25,000040,KR모터스,경기관련소비재,2024-06-20
G25,018700,바른손,경기관련소비재,2024-06-20
G25,010770,평화홀딩스,경기관련소비재,2024-06-20
G25,014990,인디에프,경기관련소비재,2024-06-20
G25,090150,아이윈,경기관련소비재,2024-06-20
G25,019660,글로본,경기관련소비재,2024-06-20
G25,143210,핸즈코퍼레이션,경기관련소비재,2024-06-20
G25,109670,씨싸이트,경기관련소비재,2024-06-20
G25,159910,스킨앤스킨,경기관련소비재,2024-06-20
G25,000950,전방,경기관련소비재,2024-06-20
G25,001420,태원물산,경기관련소비재,2024-06-20
G25,032080,아즈텍WB,경기관련소비재,2024-06-20
G25,123330,제닉,경기관련소비재,2024-06-20
G25,025530,SJM홀딩스,경기관련소비재,2024-06-20
G25,053060,세동,경기관련소비재,2024-06-20
G25,134060,이퓨쳐,경기관련소비재,2024-06-20
G25,008290,원풍물산,경기관련소비재,2024-06-20
G25,128540,에코캡,경기관련소비재,2024-06-20
G25,084870,TBH글로벌,경기관련소비재,2024-06-20
G25,080470,성창오토텍,경기관련소비재,2024-06-20
G25,072470,우리산업홀딩스,경기관련소비재,2024-06-20
G25,024120,KB오토시스,경기관련소비재,2024-06-20
G25,001070,대한방직,경기관련소비재,2024-06-20
G25,084440,유비온,경기관련소비재,2024-06-20
G25,024830,세원물산,경기관련소비재,2024-06-20
G25,130740,티피씨글로벌,경기관련소비재,2024-06-20
G25,111710,남화산업,경기관련소비재,2024-06-20
G25,123750,알톤,경기관련소비재,2024-06-20
G25,039740,한국정보공학,경기관련소비재,2024-06-20
G25,088790,진도,경기관련소비재,2024-06-20
G25,225590,패션플랫폼,경기관련소비재,2024-06-20
G25,146060,율촌,경기관련소비재,2024-06-20
G25,290120,DH오토리드,경기관련소비재,2024-06-20
G25,344860,이노진,경기관련소비재,2024-06-20
G25,335870,윙스풋,경기관련소비재,2024-06-20
G25,011080,형지I&C,경기관련소비재,2024-06-20
G25,020400,대동금속,경기관련소비재,2024-06-20
G25,308100,까스텔바작,경기관련소비재,2024-06-20
G25,098660,에스티오,경기관련소비재,2024-06-20
G25,008500,일정실업,경기관련소비재,2024-06-20
G25,035290,골드앤에스,경기관련소비재,2024-06-20
G35,068270,셀트리온,건강관리,2024-06-20
G35,207940,삼성바이오로직스,건강관리,2024-06-20
G35,196170,알테오젠,건강관리,2024-06-20
G35,028300,HLB,건강관리,2024-06-20
G35,000100,유한양행,건강관리,2024-06-20
G35,141080,리가켐바이오,건강관리,2024-06-20
G35,000250,삼천당제약,건강관리,2024-06-20
G35,128940,한미약품,건강관리,2024-06-20
G35,068760,셀트리온제약,건강관리,2024-06-20
G35,145020,휴젤,건강관리,2024-06-20
G35,326030,SK바이오팜,건강관리,2024-06-20
G35,009420,한올바이오파마,건강관리,2024-06-20
G35,039200,오스코텍,건강관리,2024-06-20
G35,302440,SK바이오사이언스,건강관리,2024-06-20
G35,328130,루닛,건강관리,2024-06-20
G35,067630,HLB생명과학,건강관리,2024-06-20
G35,237690,에스티팜,건강관리,2024-06-20
G35,185750,종근당,건강관리,2024-06-20
G35,214450,파마리서치,건강관리,2024-06-20
G35,298380,에이비엘바이오,건강관리,2024-06-20
G35,096530,씨젠,건강관리,2024-06-20
G35,008930,한미사이언스,건강관리,2024-06-20
G35,087010,펩트론,건강관리,2024-06-20
G35,086900,메디톡스,건강관리,2024-06-20
G35,145720,덴티움,건강관리,2024-06-20
G35,085660,차바이오텍,건강관리,2024-06-20
G35,287410,제이시스메디칼,건강관리,2024-06-20
G35,006280,녹십자,건강관리,2024-06-20
G35,064550,바이오니아,건강관리,2024-06-20
G35,335890,비올,건강관리,2024-06-20
G35,007390,네이처셀,건강관리,2024-06-20
G35,115450,HLB테라퓨틱스,건강관리,2024-06-20
G35,069620,대웅제약,건강관리,2024-06-20
G35,053030,바이넥스,건강관리,2024-06-20
G35,137310,에스디바이오센서,건강관리,2024-06-20
G35,047920,HLB제약,건강관리,2024-06-20
G35,086450,동국제약,건강관리,2024-06-20
G35,199800,툴젠,건강관리,2024-06-20
G35,215600,신라젠,건강관리,2024-06-20
G35,099190,아이센스,건강관리,2024-06-20
G35,206650,유바이오로직스,건강관리,2024-06-20
G35,108860,셀바스AI,건강관리,2024-06-20
G35,228760,지노믹트리,건강관리,2024-06-20
G35,214370,케어젠,건강관리,2024-06-20
G35,214150,클래시스,건강관리,2024-06-20
G35,001060,JW중외제약,건강관리,2024-06-20
G35,000640,동아쏘시오홀딩스,건강관리,2024-06-20
G35,092040,아미코젠,건강관리,2024-06-20
G35,310210,보로노이,건강관리,2024-06-20
G35,195940,HK이노엔,건강관리,2024-06-20
G35,336570,원텍,건강관리,2024-06-20
G35,019170,신풍제약,건강관리,2024-06-20
G35,294090,이오플로우,건강관리,2024-06-20
G35,003090,대웅,건강관리,2024-06-20
G35,304360,에스바이오메딕스,건강관리,2024-06-20
G35,005250,녹십자홀딩스,건강관리,2024-06-20
G35,290650,엘앤씨바이오,건강관리,2024-06-20
G35,170900,동아에스티,건강관리,2024-06-20
G35,003850,보령,건강관리,2024-06-20
G35,455900,엔젤로보틱스,건강관리,2024-06-20
G35,003000,부광약품,건강관리,2024-06-20
G35,358570,지아이이노베이션,건강관리,2024-06-20
G35,397030,에이프릴바이오,건강관리,2024-06-20
G35,206640,바디텍메드,건강관리,2024-06-20
G35,372320,큐로셀,건강관리,2024-06-20
G35,256840,한국비엔씨,건강관리,2024-06-20
G35,323990,박셀바이오,건강관리,2024-06-20
G35,041830,인바디,건강관리,2024-06-20
G35,220100,퓨쳐켐,건강관리,2024-06-20
G35,144510,지씨셀,건강관리,2024-06-20
G35,166480,코아스템켐온,건강관리,2024-06-20
G35,340570,티앤엘,건강관리,2024-06-20
G35,347850,디앤디파마텍,건강관리,2024-06-20
G35,307750,국전약품,건강관리,2024-06-20
G35,214680,디알텍,건강관리,2024-06-20
