train_loss_step,epoch,step,val_loss,val_SMAPE,val_MAE,val_RMSE,val_MAPE,val_MASE,train_loss_epoch
7.333750247955322,0,49,,,,,,,
7.193829536437988,0,99,,,,,,,
7.327687740325928,0,149,,,,,,,
6.292973518371582,0,199,,,,,,,
4.091455936431885,0,249,,,,,,,
3.499276638031006,0,299,,,,,,,
,0,324,3.399991512298584,0.053187184035778046,15.814159393310547,67.46465301513672,0.05466258153319359,4.295645713806152,
,0,324,,,,,,,6.3308210372924805
3.303144931793213,1,349,,,,,,,
3.588355302810669,1,399,,,,,,,
3.752403974533081,1,449,,,,,,,
3.2748866081237793,1,499,,,,,,,
3.0816707611083984,1,549,,,,,,,
2.7718212604522705,1,599,,,,,,,
2.551666498184204,1,649,,,,,,,
,1,649,2.567347526550293,0.020834559574723244,5.481115818023682,22.334152221679688,0.020768729969859123,1.718676209449768,
,1,649,,,,,,,3.1779720783233643
2.5638890266418457,2,699,,,,,,,
2.2733936309814453,2,749,,,,,,,
2.238666534423828,2,799,,,,,,,
2.4396402835845947,2,849,,,,,,,
2.3052406311035156,2,899,,,,,,,
2.2018609046936035,2,949,,,,,,,
,2,974,2.086185932159424,0.0134935537353158,3.3706398010253906,13.343399047851562,0.01342936884611845,1.113741397857666,
,2,974,,,,,,,2.363069772720337
2.2302212715148926,3,999,,,,,,,
2.130094051361084,3,1049,,,,,,,
2.157165050506592,3,1099,,,,,,,
2.1980462074279785,3,1149,,,,,,,
2.0485610961914062,3,1199,,,,,,,
2.0569450855255127,3,1249,,,,,,,
2.088711977005005,3,1299,,,,,,,
,3,1299,2.0098719596862793,0.012820658273994923,3.104260206222534,12.060354232788086,0.012778160162270069,1.0525212287902832,
,3,1299,,,,,,,2.165595293045044
2.1045403480529785,4,1349,,,,,,,
2.051466703414917,4,1399,,,,,,,
1.9975173473358154,4,1449,,,,,,,
2.0517261028289795,4,1499,,,,,,,
1.8736999034881592,4,1549,,,,,,,
2.17535138130188,4,1599,,,,,,,
,4,1624,2.0042154788970947,0.012765888124704361,3.076643228530884,11.827546119689941,0.012715660035610199,1.0462135076522827,
,4,1624,,,,,,,2.113830804824829
2.2276759147644043,5,1649,,,,,,,
2.0450167655944824,5,1699,,,,,,,
2.1112208366394043,5,1749,,,,,,,
2.1533610820770264,5,1799,,,,,,,
2.0343728065490723,5,1849,,,,,,,
2.164968252182007,5,1899,,,,,,,
2.0633037090301514,5,1949,,,,,,,
,5,1949,2.0022807121276855,0.012655765749514103,3.0569064617156982,11.708406448364258,0.012613543309271336,1.036349892616272,
,5,1949,,,,,,,2.082531690597534
2.152315855026245,6,1999,,,,,,,
2.152928113937378,6,2049,,,,,,,
2.0348055362701416,6,2099,,,,,,,
2.0618646144866943,6,2149,,,,,,,
2.13128399848938,6,2199,,,,,,,
1.9912770986557007,6,2249,,,,,,,
,6,2274,1.9923280477523804,0.01264123897999525,3.0695183277130127,11.592308044433594,0.012599081732332706,1.0332050323486328,
,6,2274,,,,,,,2.063823699951172
2.0450501441955566,7,2299,,,,,,,
2.183828830718994,7,2349,,,,,,,
1.9940803050994873,7,2399,,,,,,,
1.903132677078247,7,2449,,,,,,,
1.8771438598632812,7,2499,,,,,,,
2.096112012863159,7,2549,,,,,,,
1.9273639917373657,7,2599,,,,,,,
,7,2599,1.9945875406265259,0.012612566351890564,3.0836963653564453,11.757366180419922,0.012562778778374195,1.0333073139190674,
,7,2599,,,,,,,2.049504518508911
2.1645872592926025,8,2649,,,,,,,
2.1174778938293457,8,2699,,,,,,,
1.9977973699569702,8,2749,,,,,,,
2.0155441761016846,8,2799,,,,,,,
1.924837350845337,8,2849,,,,,,,
2.0891623497009277,8,2899,,,,,,,
,8,2924,2.008192300796509,0.012547141872346401,3.0038866996765137,11.291763305664062,0.012504644691944122,1.0242955684661865,
,8,2924,,,,,,,2.0411880016326904
1.9727442264556885,9,2949,,,,,,,
2.1268317699432373,9,2999,,,,,,,
2.3021762371063232,9,3049,,,,,,,
1.9926509857177734,9,3099,,,,,,,
2.1068131923675537,9,3149,,,,,,,
2.0374362468719482,9,3199,,,,,,,
1.8938055038452148,9,3249,,,,,,,
,9,3249,2.0120434761047363,0.012823723256587982,3.0952491760253906,11.719265937805176,0.01276317983865738,1.0492302179336548,
,9,3249,,,,,,,2.0346577167510986
1.9327068328857422,10,3299,,,,,,,
2.040832281112671,10,3349,,,,,,,
2.0821032524108887,10,3399,,,,,,,
1.92826247215271,10,3449,,,,,,,
2.154581069946289,10,3499,,,,,,,
1.920654535293579,10,3549,,,,,,,
,10,3574,1.9962327480316162,0.012558121234178543,3.0930142402648926,11.703296661376953,0.01251885388046503,1.0235799551010132,
,10,3574,,,,,,,2.02984619140625
2.1801023483276367,11,3599,,,,,,,
1.973259687423706,11,3649,,,,,,,
2.144080877304077,11,3699,,,,,,,
1.920348882675171,11,3749,,,,,,,
2.0303165912628174,11,3799,,,,,,,
2.024286985397339,11,3849,,,,,,,
1.9270919561386108,11,3899,,,,,,,
,11,3899,1.999588131904602,0.01253479439765215,3.052797555923462,11.71977424621582,0.012494679540395737,1.0253952741622925,
,11,3899,,,,,,,2.0262649059295654
2.0916781425476074,12,3949,,,,,,,
1.9959595203399658,12,3999,,,,,,,
2.0211093425750732,12,4049,,,,,,,
2.026710033416748,12,4099,,,,,,,
2.0785582065582275,12,4149,,,,,,,
2.2021024227142334,12,4199,,,,,,,
,12,4224,1.9971345663070679,0.012617734260857105,3.0311179161071777,11.586055755615234,0.012581312097609043,1.031004548072815,
,12,4224,,,,,,,2.0226714611053467
1.8979038000106812,13,4249,,,,,,,
2.073723316192627,13,4299,,,,,,,
1.9897832870483398,13,4349,,,,,,,
2.145319700241089,13,4399,,,,,,,
2.1974358558654785,13,4449,,,,,,,
2.066884994506836,13,4499,,,,,,,
1.9952621459960938,13,4549,,,,,,,
,13,4549,1.9900944232940674,0.012457397766411304,3.034029245376587,11.683236122131348,0.01243443600833416,1.017364263534546,
,13,4549,,,,,,,2.018256187438965
2.0982773303985596,14,4599,,,,,,,
1.9251495599746704,14,4649,,,,,,,
1.9711230993270874,14,4699,,,,,,,
1.9231204986572266,14,4749,,,,,,,
1.9089921712875366,14,4799,,,,,,,
2.1621499061584473,14,4849,,,,,,,
,14,4874,2.008071184158325,0.012812037020921707,3.0785129070281982,11.9888334274292,0.012763497419655323,1.0455796718597412,
,14,4874,,,,,,,2.0151288509368896
1.9247909784317017,15,4899,,,,,,,
1.8761669397354126,15,4949,,,,,,,
2.225144624710083,15,4999,,,,,,,
2.0844318866729736,15,5049,,,,,,,
2.1244664192199707,15,5099,,,,,,,
2.073392391204834,15,5149,,,,,,,
2.0483157634735107,15,5199,,,,,,,
,15,5199,2.0276553630828857,0.013120532967150211,3.167973041534424,11.999433517456055,0.013051247224211693,1.0730233192443848,
,15,5199,,,,,,,2.0126357078552246
1.8989295959472656,16,5249,,,,,,,
1.9619331359863281,16,5299,,,,,,,
2.05552077293396,16,5349,,,,,,,
2.0600497722625732,16,5399,,,,,,,
1.959377646446228,16,5449,,,,,,,
1.8263819217681885,16,5499,,,,,,,
,16,5524,2.0027945041656494,0.012681746855378151,3.051346778869629,11.700963020324707,0.012639930471777916,1.0338200330734253,
,16,5524,,,,,,,2.0097103118896484
2.091168165206909,17,5549,,,,,,,
2.0614447593688965,17,5599,,,,,,,
1.8787615299224854,17,5649,,,,,,,
1.9280955791473389,17,5699,,,,,,,
2.0177345275878906,17,5749,,,,,,,
1.9563477039337158,17,5799,,,,,,,
2.0462067127227783,17,5849,,,,,,,
,17,5849,2.0080671310424805,0.012755758129060268,3.1675865650177,12.324553489685059,0.012704065069556236,1.0459160804748535,
,17,5849,,,,,,,2.007715940475464
2.0530543327331543,18,5899,,,,,,,
1.8415253162384033,18,5949,,,,,,,
2.1325693130493164,18,5999,,,,,,,
1.9686352014541626,18,6049,,,,,,,
2.1272330284118652,18,6099,,,,,,,
1.8825238943099976,18,6149,,,,,,,
,18,6174,2.00396728515625,0.012782749719917774,3.125603199005127,12.090703010559082,0.012737013399600983,1.0428603887557983,
,18,6174,,,,,,,2.005438804626465
1.9280519485473633,19,6199,,,,,,,
2.142810344696045,19,6249,,,,,,,
1.9560134410858154,19,6299,,,,,,,
2.0220115184783936,19,6349,,,,,,,
1.9357116222381592,19,6399,,,,,,,
2.0501749515533447,19,6449,,,,,,,
2.0804290771484375,19,6499,,,,,,,
,19,6499,2.021899938583374,0.012968753464519978,3.1200385093688965,11.957484245300293,0.012913744896650314,1.056442141532898,
,19,6499,,,,,,,2.002758502960205
1.9710826873779297,20,6549,,,,,,,
2.059346914291382,20,6599,,,,,,,
2.1068146228790283,20,6649,,,,,,,
1.9530754089355469,20,6699,,,,,,,
2.0429041385650635,20,6749,,,,,,,
1.7621791362762451,20,6799,,,,,,,
,20,6824,1.996181845664978,0.012677307240664959,3.0415048599243164,11.381978988647461,0.01263398677110672,1.034682273864746,
,20,6824,,,,,,,2.0013341903686523
2.175879716873169,21,6849,,,,,,,
2.091609477996826,21,6899,,,,,,,
2.028690814971924,21,6949,,,,,,,
1.9254204034805298,21,6999,,,,,,,
1.671584129333496,21,7049,,,,,,,
1.8810482025146484,21,7099,,,,,,,
2.1391491889953613,21,7149,,,,,,,
,21,7149,2.011544942855835,0.012628594413399696,3.0728037357330322,11.754793167114258,0.012586948461830616,1.029874563217163,
,21,7149,,,,,,,2.000455141067505
1.8635966777801514,22,7199,,,,,,,
1.9486007690429688,22,7249,,,,,,,
2.168541431427002,22,7299,,,,,,,
2.0510458946228027,22,7349,,,,,,,
2.0158565044403076,22,7399,,,,,,,
2.041402578353882,22,7449,,,,,,,
,22,7474,1.9958561658859253,0.012668870389461517,3.035665512084961,11.582637786865234,0.012632873840630054,1.0336743593215942,
,22,7474,,,,,,,1.9983937740325928
2.1375434398651123,23,7499,,,,,,,
1.9457108974456787,23,7549,,,,,,,
1.9908440113067627,23,7599,,,,,,,
2.0389132499694824,23,7649,,,,,,,
1.9710642099380493,23,7699,,,,,,,
1.896431565284729,23,7749,,,,,,,
1.991150140762329,23,7799,,,,,,,
,23,7799,1.9967939853668213,0.0125100864097476,3.0229475498199463,11.525699615478516,0.012482765130698681,1.019200325012207,
,23,7799,,,,,,,1.997344732284546
